# id:12-24-12 
-0.21,-0.72,-1
-0.77,0.44,1
0.06,0.22,1
0.56,0.97,1
0.9,0.99,1
0.17,0.38,1
-0.5,0.71,1
-0.65,-0.39,1
0.29,-0.11,1
0.89,-0.67,1
0.11,0.12,1
0.15,0.36,1
-0.94,-0.59,1
-0.22,0.97,1
-0.1,0.86,1
0.85,0.03,1
-0.08,0.54,1
-0.17,0.9,1
0.6,0.18,1
-0.36,0.07,1
-0.66,-0.82,-1
-0.67,0.33,1
0.76,0.4,1
-0.6,-0.83,-1
0.01,0.08,-1
0.61,-0.08,1
0.58,0.85,1
0.26,-0.33,-1
0.55,-0.74,-1
-0.27,-0.09,1
-0.75,0.25,1
-0.1,0.58,1
-0.1,0.34,1
0.31,0.74,1
0.69,-0.26,1
0.94,-0.66,1
0.2,0.92,1
-1,0.17,1
-0.3,-0.28,-1
-0.42,0.45,1
0.54,0.71,1
-0.32,-0.4,-1
0.15,0.5,1
0.02,-0.19,-1
0.07,-0.5,-1
-0.81,-0.57,1
-0.77,0.63,1
-0.89,0.64,1
-0.33,-0.66,-1
0.5,-0.07,1
0.23,-0.54,-1
-0.8,0.15,1
-0.23,-0.71,-1
-0.33,0.32,1
-0.7,-0.62,1
-0.33,-0.43,-1
0.39,-0.2,1
-0.97,-0.08,1
0.85,0.6,1
-0.63,0.09,1
-0.64,-0.69,1
-0.95,-0.48,1
-0.66,0.3,1
-0.87,0.97,1
-0.27,-0.74,-1
0.83,-0.07,1
0.35,-0.68,-1
-0.5,-0.65,-1
0.29,-0.8,-1
-0.58,-0.42,1
-0.52,-0.06,1
0,0,1
-0.33,0.35,1
-0.36,0.48,1
0.92,-0.79,1
0.58,-0.97,-1
0.82,0.39,1
-0.15,0.89,1
-0.19,0.17,1
-0.64,0.59,1
0.01,-0.93,-1
0.98,0.07,1
0.47,0.75,1
-0.75,-0.62,1
0,-0.7,-1
-1,0.89,1
0.95,0.7,1
-0.79,-0.45,1
-0.17,0.37,1
0.66,0.73,1
0.06,-0.26,-1
0.41,-0.28,1
-0.25,-0.82,-1
0.45,-0.56,-1
0.62,0.44,1
-1,0.45,1
-0.57,0.39,1
-0.77,0.6,1
0.93,-0.57,1
-0.22,-0.92,-1
0.23,0.15,1
0.76,-0.45,1
0.35,0.31,1
-0.31,-0.25,1
-0.59,-0.63,1
-0.56,-0.62,-1
-0.64,-0.19,1
0.99,0.04,1
-0.85,-0.04,1
0.69,0.75,1
-0.05,-0.02,-1
-0.05,-0.27,-1
0.68,-0.93,-1
-0.42,-0.23,1
0.94,0.18,1
-0.28,0.63,1
-0.04,1,1
-0.41,0.98,1
0.82,-0.88,1
0.48,0.82,1
0.22,-0.24,-1
-0.89,0.71,1
0.57,0.39,1
-0.67,0.97,1
0.85,0.91,1
0.74,-0.38,1
-1,0.59,1
0.09,-0.83,-1
0.21,1,1
-0.72,0.47,1
0.11,-0.31,-1
-0.08,-0.19,-1
0.45,-0.62,-1
-0.94,-0.29,1
0.45,-0.44,1
-0.99,-0.71,1
-0.79,-0.7,1
-0.6,0.39,1
-0.44,-0.41,-1
-0.15,-0.12,1
-0.05,1,1
0.81,-0.09,1
-0.63,-0.64,1
-0.67,-0.57,1
-0.75,0.88,1
-0.93,0.9,1
-0.48,-0.89,-1
-0.44,-0.49,-1
-0.22,0.08,1
-0.02,0.94,1
-0.35,-0.12,1
0.01,-0.31,-1
-0.83,0.07,1
0.72,0.4,1
0.98,0.66,1
-0.21,0.73,1
0.91,-0.75,1
0.32,-0.18,-1
-0.88,0.6,1
0.53,-0.42,1
0.81,0.23,1
-0.93,-0.76,1
0.26,-0.59,-1
-0.2,-0.87,-1
-0.22,-0.89,-1
-0.36,-0.09,1
-0.61,-0.19,1
-0.74,-0.87,1
-0.36,-0.75,-1
-0.91,0.78,1
0.49,0.58,1
0.76,0.66,1
-0.29,-0.09,1
-0.26,0.72,1
-0.83,-0.51,1
0.25,0.14,1
-0.94,0.54,1
0.13,0.8,1
0.02,-0.57,-1
-0.5,-0.47,-1
-0.43,-0.98,-1
0.88,0.78,1
0.42,-0.51,-1
0.38,0.23,1
0.48,0.41,1
0.69,-0.35,1
-0.2,-0.28,-1
-0.27,0.85,1
-0.21,-0.14,1
0.1,0.37,1
0.19,0.95,1
-0.15,0.82,1
-0.83,0.24,1
-0.6,-0.39,1
-0.66,-0.92,-1
-0.22,0.77,1
-0.65,-0.43,1
0.47,0.3,1
-0.63,-0.92,-1
0.71,0.19,1
0.59,-0.63,-1
0.48,0.23,1
0.15,0.41,1
0.32,0.81,1
-0.29,-0.86,-1
0.52,-0.08,1
-0.03,0.28,1
0.14,-0.26,-1
0.17,0.11,1
-0.95,-0.18,1
-0.7,-0.59,1
-0.49,0.9,1
-0.47,0.05,1
0.79,-0.64,1
0.66,0.08,1
0.61,-0.41,1
0.33,0.56,1
0.62,-0.3,1
0.21,0.87,1
-0.11,0.92,1
0.77,-0.78,1
0.01,-0.27,-1
0.49,0.26,1
0.38,0.05,1
0.06,-0.3,-1
-0.11,-0.69,-1
0.64,0.64,1
0.67,0.26,1
-0.56,-0.54,-1
-0.67,0.36,1
0.05,0.12,1
-0.83,-0.87,1
0.2,0.63,1
0.26,0,1
0.7,-0.95,-1
0.2,-0.05,-1
0.3,-0.42,-1
-0.04,-0.75,-1
0.33,-0.3,1
0.56,0.03,1
0.71,-0.92,-1
-0.92,-0.74,1
0.19,0.46,1
0.57,-0.28,1
-0.02,-0.59,-1
0.11,0.62,1
0.54,-0.08,1
0.61,0.88,1
-0.07,0.21,1
-0.28,-0.24,-1
0.88,-0.54,1
-0.86,-0.45,1
-0.45,0.75,1
-0.41,0.31,1
0.63,-0.71,1
-0.28,0.4,1
-0.24,-0.06,-1
0.39,-0.45,-1
-0.74,0.48,1
0.84,-0.8,1
-0.55,-0.92,-1
0.14,-0.78,-1
-0.91,-0.22,1
-0.5,0.37,1
0.63,0,1
0.16,0.72,1
-0.69,-0.52,1
-0.61,0.87,1
-0.66,-0.87,-1
0.5,0.98,1
0.42,-0.58,-1
0.81,0.57,1
-0.27,0.66,1
0.41,-0.84,-1
0.4,0.79,1
0.67,-0.06,1
0.34,0.26,1
0.95,0.65,1
0.1,1,1
0.74,0.49,1
-0.42,-0.1,1
0.51,-0.3,1
-0.35,0.44,1
-0.42,-0.15,1
0.9,-0.75,1
-0.81,0.92,1
-0.79,0.25,1
-0.28,0.19,1
0.1,-0.72,-1
0.61,-0.98,-1
-0.92,-0.4,1
-0.01,-0.9,-1
0.46,-0.24,1
0.59,0.34,1
0.88,0.24,1
0.95,0.43,1
-0.04,0.65,1
0.24,-0.63,-1
0.17,0.47,1
0.08,0.07,-1
-0.51,0.16,1
-0.2,-0.86,-1
0.82,0.6,1
-0.73,0.19,1
0.59,0.06,1
0.15,0.01,1
-0.38,0.97,1
0.35,0.21,1
0.26,-0.62,-1
0.46,0.47,1
0.69,0.96,1
-0.5,-0.25,1
0.43,-0.43,-1
0.11,-0.16,-1
-0.87,-0.58,1
-0.61,0.58,1
-0.92,-0.81,1
0.42,0.54,1
0.13,-0.2,-1
-0.7,-0.75,1
-0.45,0.95,1
0.96,-0.56,1
0.5,0.88,1
-0.36,-0.01,1
-0.03,0.12,1
-0.64,0.51,1
-0.24,0.59,1
0.13,0.01,1
-0.29,-0.87,-1
-0.33,-0.57,-1
-0.91,-0.02,1
0.47,-0.07,1
0.59,-0.57,1
-0.72,0.08,1
0.83,-0.95,1
0.8,-0.59,1
0.34,0.18,1
0.07,-0.69,-1
-0.67,0.03,1
-0.6,0.71,1
-0.27,0.8,1
-0.01,0.26,1
0.71,-0.15,1
-0.71,0.14,1
0.87,-0.03,1
-0.45,-0.24,1
-0.25,-0.91,-1
-0.46,0.16,1
0.35,0.5,1
-0.72,0.91,1
0.66,-0.37,1
-1,0.63,1
0.29,0.33,1
0,0.62,1
0.8,0.48,1
-0.36,-0.97,-1
0.91,-0.22,1
-0.66,0.33,1
0.11,-0.32,-1
-0.1,-0.04,-1
-0.6,-0.39,1
0.69,-0.39,1
-0.77,0.91,1
0.64,-0.09,1
-0.83,-0.3,1
0.69,0.35,1
0.96,0.25,1
-0.68,0.6,1
0.85,-0.3,1
-0.13,0.61,1
0.81,-1,1
0.37,0.7,1
-0.45,0.93,1
0.08,0.57,1
0.21,0.75,1
-0.17,0.43,1
-0.53,0.39,1
-0.09,0.71,1
-0.33,0.56,1
0.11,-0.57,-1
-0.49,-0.77,-1
-0.47,0.61,1
0.16,-0.85,-1
0.7,0.24,1
0.14,-0.56,-1
0.29,0.28,1
-0.22,0.76,1
0.52,-0.34,1
0.85,0.33,1
-0.13,-0.56,-1
0.51,-0.04,1
-0.85,0.49,1
-0.52,-0.35,1
-0.25,-0.65,-1
-0.43,0.5,1
-0.85,-0.22,1
0.16,0.56,1
0.55,0.07,1
0.65,-0.09,1
0.3,0.79,1
0.39,0.3,1
0.71,0.45,1
0.62,0.94,1
0.7,-0.32,1
0.01,0.26,1
-0.23,0.41,1
0.81,-0.44,1
-0.41,-0.89,-1
-0.97,0.76,1
-0.19,0.06,1
-0.97,-0.56,1
-0.8,-0.86,1
0.87,0.77,1
-0.82,0.47,1
-0.15,-0.52,-1
0.01,0.25,1
0.96,0.06,1
-0.54,0.65,1
-0.97,0.69,1
-0.48,-0.51,1
-0.21,-0.48,-1
-0.64,-0.27,1
0.39,-0.4,-1
-0.66,-0.21,1
0.98,0.64,1
-0.13,-0.35,-1
0.17,-0.39,-1
-0.97,0.07,1
0,0.1,1
0.73,0.62,1
0.52,-0.59,-1
0.75,-0.23,1
-0.88,-0.85,1
-0.73,-0.51,1
0.89,-0.53,1
0.99,0.35,1
0.33,-0.49,-1
0.74,-0.46,1
0.8,0.55,1
0.53,0.28,1
0.77,-0.21,1
-0.48,-0.46,1
-0.99,-0.34,1
-0.9,-0.07,1
-0.02,-0.18,-1
0.5,-0.2,1
-0.33,-0.87,-1
-0.55,0.87,1
0.31,0.66,1
0.27,0.19,1
-0.16,-0.04,1
-0.17,0.48,1
0.59,0.5,1
-0.5,0.6,1
0.91,-0.42,1
0.8,-0.92,1
0.02,-0.25,-1
-0.24,0.21,1
0.05,-0.48,-1
-0.12,0.79,1
0.99,-0.38,1
0.88,0.46,1
-0.69,0.04,1
0.42,0.54,1
0.45,0.45,1
-0.7,0.24,1
0.97,-0.74,1
0.75,0.03,1
0.4,-0.93,-1
-0.29,-0.05,1
0.22,-0.07,1
-0.33,-0.19,1
0.62,0.12,1
-0.96,-0.47,1
-0.92,0.99,1
-0.3,-0.71,-1
0.4,-0.74,-1
-0.15,-0.99,-1
0.51,0.41,1
-0.32,-0.88,-1
0.64,0.34,1
0.23,-0.99,-1
-0.74,0.63,1
-0.66,0.68,1
0.97,0.76,1
0.03,-0.55,-1
0.34,0.86,1
0.92,-0.3,1
0.52,-0.8,-1
0.19,-0.12,-1
0.82,-0.48,1
0.37,0.75,1
0.74,-1,1
0.22,-0.65,-1
0.24,-0.69,-1
0.25,0.34,1
0.55,-0.32,1
-0.89,-0.41,1
-0.31,-0.89,-1
-0.32,0.3,1
-0.21,0.12,1
-0.76,-0.51,1
0.71,-0.78,1
-0.21,0.44,1
0.56,-0.33,1
-0.93,0.92,1
0.04,0.47,1
0.87,0.58,1
0.4,-0.73,-1
0.12,-0.05,1
0.73,0.75,1
-0.15,0.99,1
0.72,0.69,1
-0.41,-0.52,-1
0.82,-0.97,1
0.35,-0.89,-1
-0.77,0.15,1
0.8,0.02,1
0.96,-0.58,1
-0.78,0.54,1
0.81,0.27,1
-0.51,-0.88,-1
0.68,0.84,1
0.08,-0.57,-1
0.92,-0.76,1
0.42,0.6,1
-0.17,0.83,1
0.72,0.63,1
-0.83,0.58,1
-0.09,0.81,1
-0.41,0.61,1
-0.98,-0.9,1
0.43,0.78,1
-0.47,-0.15,1
-0.88,-0.24,1
0.75,-0.82,1
0.49,0.02,1
-0.63,-0.27,1
-0.71,-0.09,1
-0.38,0.83,1
-0.51,-0.58,1
0.64,-0.56,1
-0.1,0.88,1
1,-0.59,1
0.53,-0.47,1
0.31,-0.72,-1
-0.33,0.77,1
0.88,-0.86,1
-0.3,-0.57,-1
0.11,0.06,1
0.32,0.55,1
0.13,0.19,1
0.04,-0.92,-1
-0.27,-0.92,-1
0.28,0.61,1
-0.41,-0.09,1
-0.93,0.59,1
-0.42,0.47,1
0.83,-0.84,1
0.98,0.27,1
0.96,-0.42,1
-0.65,0.72,1
0.19,-0.24,-1
0.9,0.5,1
0.01,-0.23,-1
-0.35,0.37,1
-0.42,0.45,1
-0.72,-0.98,1
-0.87,0.86,1
-0.59,0.84,1
0.75,0.79,1
-0.37,-0.87,-1
-0.3,0.32,1
-0.15,0.21,1
0.09,-0.78,-1
-0.07,-0.13,-1
0.69,0.46,1
-0.97,0.75,1
0.85,0.88,1
0.83,-0.72,1
0.08,-0.98,-1
-0.08,-0.35,-1
-0.54,0.36,1
-0.22,-0.79,-1
-0.42,0.3,1
0.16,-0.77,-1
0.11,0.93,1
-0.51,0.97,1
0.91,0.82,1
0.18,0.65,1
-0.72,-0.28,1
0.18,0.64,1
-0.8,-0.9,1
-0.44,-0.12,1
-0.88,0.47,1
0.91,-0.38,1
-0.44,0.73,1
-0.32,-0.78,-1
-0.47,-0.87,-1
-0.74,0.31,1
-0.73,0.6,1
-0.7,-0.23,1
-0.01,-0.02,1
0.04,0.54,1
0.3,0.67,1
-0.15,0.57,1
-0.35,-0.87,-1
-0.63,-0.19,1
-0.95,0.35,1
0.56,0.61,1
-0.3,0.88,1
-0.43,-0.83,-1
-0.92,0.17,1
0.7,-0.8,1
-0.81,0.5,1
-0.84,-0.65,1
-0.26,0,1
0.06,0.38,1
0.6,0.44,1
-0.74,-0.01,1
-0.77,0.7,1
0.81,-0.73,1
-0.85,-0.64,1
0.48,-0.94,-1
-0.66,-0.74,1
-0.12,-0.58,-1
-0.02,0.17,1
0.21,-0.78,-1
-0.75,0.82,1
-0.35,-0.93,-1
-0.36,-0.69,-1
-0.48,-0.88,-1
-0.43,-0.73,-1
0.8,0.76,1
0.22,-0.9,-1
-0.86,-0.02,1
0.42,0.96,1
0.7,0.17,1
0.36,0.43,1
-0.55,-0.93,-1
-0.47,-0.28,1
-0.69,0.24,1
-0.63,0.81,1
-0.2,0.61,1
0.28,-0.18,-1
-0.98,-0.04,1
0.19,-0.62,-1
0.53,-0.92,-1
-0.92,0.44,1
-0.55,0.89,1
-0.09,-0.58,-1
0.68,-0.26,1
-0.43,0.12,1
0.74,0.92,1
-0.34,0.2,1
0.7,0.23,1
0.71,-0.58,1
0.69,0.95,1
-0.18,-0.98,-1
0.4,-0.52,-1
-0.97,0.4,1
0.39,0.08,1
0.99,0.65,1
-0.61,0.39,1
-0.6,-0.95,-1
0.24,0.76,1
0.03,0.46,1
0.2,0.14,1
0.46,0.97,1
0.15,0.36,1
-0.26,0.4,1
-0.25,-0.21,1
0.51,-0.22,1
0.38,0.18,1
0.17,0.58,1
-0.84,-0.18,1
-0.61,0.85,1
0.04,0.05,1
0.64,-0.5,1
-0.75,0.66,1
0.36,-0.61,-1
0.87,0.14,1
0.44,-0.35,1
-0.33,-0.98,-1
0.3,0.2,1
0.98,0.36,1
-0.6,0.76,1
-0.71,-0.2,1
0.33,-0.57,-1
-0.68,-0.32,1
-0.32,-0.96,-1
-0.56,0.91,1
-0.02,0.35,1
-0.7,-0.98,-1
-0.2,0.32,1
-0.13,0.29,1
0.77,0.7,1
-0.49,0.99,1
-0.7,0.31,1
-0.4,0.63,1
-0.46,-0.69,-1
-0.11,-0.25,-1
-0.62,0.74,1
-0.49,-0.97,-1
-0.33,-0.17,1
-0.98,0.71,1
-0.25,0.48,1
0.22,0.99,1
-0.51,-0.71,-1
-0.81,-0.11,1
-0.42,0.44,1
0.01,-0.68,-1
0.34,-0.29,1
0.02,0.22,1
-0.28,0.9,1
0.74,0.93,1
-0.96,-0.33,1
-0.97,0.9,1
-0.99,-0.61,1
0.31,-0.42,-1
-0.78,0.16,1
0.45,-0.83,-1
0.43,0.52,1
0.15,-0.46,-1
-0.11,0.26,1
0.47,0,1
0.75,0.04,1
0.51,0.08,1
0.26,0.1,1
0.3,-0.6,-1
-0.78,-0.38,1
-0.4,-0.93,-1
0.3,0.51,1
-0.3,-0.35,-1
0.33,0.54,1
0.85,0.01,1
-0.71,-0.24,1
0.41,-0.74,-1
-0.58,0.52,1
0.83,-0.19,1
0.81,0.04,1
-0.04,0.64,1
-0.72,-0.06,1
0.12,0.64,1
-0.5,-0.04,1
0.14,-0.2,-1
-0.23,0.1,1
0.45,-0.5,1
0.2,-0.08,1
-0.96,-0.25,1
0.3,-0.44,-1
0.17,0.52,1
0.12,0.81,1
-0.43,-0.07,1
-0.32,0.43,1
-0.68,-0.43,1
-0.02,0.34,1
-0.61,-0.22,1
-0.94,0.99,1
0.26,-0.97,-1
0.27,0.33,1
-0.69,-0.5,1
0,0.62,1
-0.37,-0.81,-1
0.89,-0.13,1
-0.9,0.2,1
0.13,-0.83,-1
0.25,-0.43,-1
0.88,-0.37,1
0.42,0.9,1
0.72,0.16,1
-0.43,0.47,1
-0.05,-0.53,-1
0.14,0.1,1
-0.75,-0.01,1
-0.21,0.09,1
0.91,-0.78,1
-0.65,0.48,1
0.59,0.35,1
-0.19,-0.23,-1
-0.94,-0.51,1
-0.36,0.06,1
0.73,-0.99,1
-0.58,0.15,1
0.31,0.4,1
0.07,-0.81,-1
-0.97,-0.91,1
0.17,-0.55,-1
-0.13,-0.96,-1
0.2,-0.15,-1
0.43,-0.09,1
-0.19,0.56,1
0.67,0.28,1
-0.01,0.71,1
0.41,0.02,1
-0.18,-0.92,-1
0.32,-0.88,-1
-0.96,0.29,1
-0.75,-0.85,1
0.8,0.36,1
-0.88,-0.22,1
-0.07,0.6,1
-0.19,0.26,1
-0.3,-0.76,-1
0.75,0.66,1
-0.82,-0.52,1
-0.18,0.81,1
0.56,0.86,1
-0.25,-0.9,-1
0.98,0.91,1
-0.95,-0.98,1
0.05,-0.04,1
0.61,0.77,1
0.44,-0.54,-1
-0.03,-0.8,-1
0.52,-0.61,1
-0.84,0.22,1
